timestamp,flag_armed,flag_external_manual_override_ok,flag_sysid_maneuver_active,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_yawrate_override_enabled,flag_control_rattitude_enabled,flag_control_force_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled,flag_control_fixed_hdg_enabled
69435664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
69941738,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
70447707,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
70953666,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
71459677,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
71965665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
72471675,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
72977689,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
73483699,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
73989680,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
74495678,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
75001664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
75507713,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
76013664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
76519664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
77025727,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
77531675,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
78037714,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
78543664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
79049667,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
79555684,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
80061759,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
80567965,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
81073664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
81579677,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
82085664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
82591663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
83097700,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
83603664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
84109666,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
84615664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
85121677,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
85627707,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
86133663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
86639665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
87145689,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
87651663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
88157705,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
88663665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
89169690,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
89675664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
90181663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
90687667,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
91193661,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
91699664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
92205666,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
92711664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
93217951,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
93723735,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
94229830,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
94735664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
95242081,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
95747664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
96253680,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
96759691,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
97265664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
97771677,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
98277688,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
98783664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
99289667,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
99795663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
100301690,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
100807712,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
101313664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
101819699,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
102325666,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
102831683,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
103337665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
103843665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
104349665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
104855743,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
105361664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
105867690,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
106373665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
106879922,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
107385707,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
107891910,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
108397693,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
108903666,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
109409664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
109915664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
110421662,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
110927704,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
111433664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
111939663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
112445663,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
112951665,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
113457666,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
118011679,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
118517709,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
119023664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
119529663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
120035665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
120542391,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
121047689,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
121553879,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
122059682,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
122565664,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
123071663,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
123577690,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
124083675,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
124589663,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
125095665,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
125601663,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
126107691,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
126613665,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
127119663,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
127625664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
128131679,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
128637724,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
129143663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
129649684,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
130155668,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
130661668,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
131167663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
131673690,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
132179669,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
132685686,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
133191664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
133697690,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
134203925,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
134709663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
135215703,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
135721662,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
136227664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
136733679,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
137239897,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
137745664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
138251663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
138757708,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
139263679,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
139769679,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
140275665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
140780664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
141286664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
141792664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
142298868,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
142804662,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
143310666,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
143816664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
144322664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
144828680,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
145334664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
145840664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
146346695,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
146852711,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
147358665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
147864664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
148370709,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
148876665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
149382664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
149888705,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
150394665,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
150900670,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
151406664,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
151912689,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
152418682,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
152925493,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
153430663,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
153936671,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
154442707,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
154948732,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
155454663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
155960665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
156466663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
156972690,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
157478663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
157984664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
158490663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
158996665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
159502715,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
160008682,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
162538664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
163044664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
163550665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
164056690,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
164562688,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
165068680,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
165574677,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
166080759,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
166586810,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
167092689,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
167598666,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
168104665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
168610664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
169116681,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
169622848,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
170128680,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
170634663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
171140663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
171646664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
172152689,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
172658664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
173164689,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
173670665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
174176678,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
174682721,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
175188718,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
175694689,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
176200665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
176706665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
177212744,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
177718681,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
178224665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
178730664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
179236665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
179742780,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
180248973,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
180754663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
181260756,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
181766663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
182272691,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
182778663,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
183284665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
183790660,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
184296664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
184802688,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
185308699,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
185814679,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
186320680,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
186826686,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
187332664,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
187838664,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
188344666,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
188850705,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
189356664,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
189862664,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
190368681,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
190874689,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
191380697,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
191886700,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
192392689,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
192898665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
193404718,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
193910899,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
194416664,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
194922710,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
195428681,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
195934680,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
196440680,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
196946691,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
197452688,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
197958663,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
198464663,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
198970666,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
199476663,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
199982710,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
200489647,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
200995646,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
201502354,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
202007647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
202513805,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
203019656,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
203525647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
204031647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
204537646,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
205043647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
205549647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
206055662,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
206561665,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
207067689,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
207573661,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
208079674,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
208585647,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
